docId,title,content,source,url,publishedAt,year,collectedAt,accessibilityTarget,category,priority,isDisabilityRelated,sourceType,appRelevanceScore,appUseCase,targetKeywordGroup
REAL-0190,서산시 거동불편 노인 성인용 보행기 지원사업,"거동이 불편한 저소득층 노인에게 성인용 보행기를 지원하여 어르신들의 활기찬 노후생활 지원 및 장기요양보험제도 사각지대 해소 충청남도 서산시 복지문화국 경로장애인과 거동이 불편한 저소득층 노인에게 성인용 보행기를 지원하여 어르신들의 활기찬 노후생활 지원 및 장기요양보험제도 사각지대 해소 현물지급 방문 - 지원기준 1순위: 서산시 관내 1년 이상 거주 중인 만 65세 이상 의료급여 수급자 및 차상위계층 어르신 중 국민건강보험공단 장기요양등급외 A, B 판정자 중 보행상 장애로 장애등급 판정을 받았거나 보행이 불편하다는 의사소견서를 제출한 자 2순위: 서산시 관내 1년이상 거주 중인 만65세 이상으로 재해·상해·질병으로 인하여 보행상 장애로 등록 되었거나 의사소견서를 제출하여 보행이 불편하다고 인정된 사람 지원대상자 수요조사(읍면동->시청) 지원대상자 선정(시청->대상자) 복지용구 판매업체 입찰(시청->업체) 낙찰업체 물품 일괄구입(업체->시청) 지원대상자 물품 교부(시청->대상자)",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001737&wlfareInfoReldBztpCd=02,2025-08-14,2025,2026-06-14T02:21:18+09:00,VISUAL_IMPAIRED,지원사업/모집,HIGH,TRUE,PUBLIC_API,55,VOICE_GUIDE,VISUAL_IMPAIRED
REAL-0191,노인용품 공급 및 건강증진,"저소득 거동불편 노인에게 노인용품(성인용 보행기) 지원 및 저소득 노인에게 건강보험료를 지원하여 노후생활의 안정도모 전북특별자치도 정읍시 복지환경국 노인장애인과 저소득 거동불편 노인에게 노인용품(성인용 보행기) 지원 및 저소득 노인에게 건강보험료를 지원하여 노후생활의 안정도모 현물지급, 기타 방문 1) 노인용품지원 : 기초수급자 및 차상위계층, 저소득 독거노인 2) 건강보험료 지원 : 국민건강보험공단 정읍지사에 가입된 지역가입자 중 65세 이상 저소득노인으로 월별 건강보험료 부과금액이 보건복지부장관이 정한 최저보험료 이하인 노인세대 1) 노인용품 공급 - 노인용품 신청 : 거동불편 등 노인용품 필요대상자가 관할 읍면동사무소에 용품 지원신청 - 대상자 선정 및 지원 : 신청자중 증빙서 검토 등 적격자를 선정한 후 무상지원 2) 노인세대 건강보험료 지원 - 건강보험공단으로부터 건강보험료 지원 대상자 보험료 대납(시- 건보공단)",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004279&wlfareInfoReldBztpCd=02,2025-08-12,2025,2026-06-14T02:21:22+09:00,VISUAL_IMPAIRED,지원사업/모집,HIGH,TRUE,PUBLIC_API,63,VOICE_GUIDE,VISUAL_IMPAIRED
REAL-0192,저소득층 밑반찬 지원사업,"- 달성군 지역 내 거동불편 및 가사수행 능력이 미약하여 식생활에 어려움을 겪는 저소득층 세대에 밑반찬을 지원 - 밑반찬 지원을 통해 저소득층 결식을 예방하고 균형있는 영양공급을 통해 건강증진을 도모 - 저소득층 세대 직접 방문을 통해 소외된 계층에게 정서지원 및 응급상황 시 대처 - 매주 목요일 달성군종합사회복지관에서 지원 - 대상자 선정 등: 달성군종합사회복지관 사례관리팀 선정 대구광역시 달성군 주민복지국 장애인복지과 - 달성군 지역 내 거동불편 및 가사수행 능력이 미약하여 식생활에 어려움을 겪는 저소득층 세대에 밑반찬을 지원 - 밑반찬 지원을 통해 저소득층 결식을 예방하고 균형있는 영양공급을 통해 건강증진을 도모 - 저소득층 세대 직접 방문을 통해 소외된 계층에게 정서지원 및 응급상황 시 대처 - 매주 목요일 달성군종합사회복지관에서 지원 - 대상자 선정 등: 달성군종합사회복지관 사례관리팀 선정 현물지급 방문, 전화 법정 저소득 및 차상위계층, 저소득 노인가구, 저소득 장애인가구 등 밑반찬 지원이 필요한 가정으로 사례관리 상담 후 대상자 선정함 1) 신청방법: 달성군종합사회복지관에 신청접수 -> 방문 후 기초조사 실시 ->대상자 결정 후 통보 ->주 1회 (목요일) 방문하여 밑반찬지원 2) 지급시기 및 지급방법 - 주 1회 대상자 가정으로 방문하여 서비스 제공",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002085&wlfareInfoReldBztpCd=02,2025-08-02,2025,2026-06-14T02:21:24+09:00,ALL,재난/안전,HIGH,TRUE,PUBLIC_API,100,URGENT_ALERT,SAFETY_ACTION
REAL-0193,노인에 대한 성인용 보행기 구입 본인부담금 지원,"보행이 불편한 노인들에게 성인용 보행기를 지원하여 보행 편의 및 활기찬 노후생활 보장을 통한 사회참여 확대 전라남도 해남군 가족행복과 보행이 불편한 노인들에게 성인용 보행기를 지원하여 보행 편의 및 활기찬 노후생활 보장을 통한 사회참여 확대 현금지급 방문 ○ (지원대상) 관내 거주하는 만 65세 이상 보행이 불편한 어르신 - 장기요양등급외자(국민건강관리공단에서 정한 등급외자) - 외부 신체 기능의 장애인*으로 등록되어있거나 의사 소견서를 제출하여 보행이 불편하다고 인정된 자 * 주민등록 생년월일(만 65세 생일이 속한 달의 1개월 전부터 사전신청 가능) * 관절장애, 지체기능 변형 등의 장애(거동관련) (사용 불필요 - 양측 상지를 이용할 수 없어 보행차를 잡을 수 없는 상태, 양측 하지를 이용할 수 없어 일어설 수 없는 상태) ○ (지원제외) 다른 법령에 의해 지원을 받았거나 그 밖의 사업을 통해 성인용 보행기를 지원받은 어르신은 지원 제외 - 「장애인복지법」, 「노인장기요양보험법」 등 * 성인용 보행기 지원 결정 전에 구입한 보행기 비용은 지원 제외 읍면사무소 신청",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000427&wlfareInfoReldBztpCd=02,2025-07-15,2025,2026-06-14T02:21:26+09:00,PHYSICAL_IMPAIRED,지원사업/모집,HIGH,TRUE,PUBLIC_API,100,IMPORTANT_ALERT,VISUAL_IMPAIRED
REAL-0194,안전지팡이 지원,"장기요양등급 판정자는 복지용구 급여를 통해 지팡이를 지원 받고 있으나, 등급외 A,B 판정자 및 거동 불편자는 지원을 받지 못하여 복지 사각지대 발생 ☞ 사각지대 저소득층 어르신에게 안전지팡이 구입비를 지원하여 보행 편의 제공 ※ 사회보장제도 변경 협의 완료('25.1.8.)됨에 따라 자격기준 완화 광주광역시 서구 통합돌봄국 저출산고령사회정책과 장기요양등급 판정자는 복지용구 급여를 통해 지팡이를 지원 받고 있으나, 등급외 A,B 판정자 및 거동 불편자는 지원을 받지 못하여 복지 사각지대 발생 ☞ 사각지대 저소득층 어르신에게 안전지팡이 구입비를 지원하여 보행 편의 제공 ※ 사회보장제도 변경 협의 완료('25.1.8.)됨에 따라 자격기준 완화 현금지급 방문 광주광역시 서구에 주민등록상 주소를 두고 거주하는 65세 이상 저소득 노인* 중 신체활동이 불편한 자**('25.1.8. 사회보장제도 변경협의 완료) * 국민기초생활보장법에 따른 기초수급자, 그 외 법정 저소득층(차상위계층) ** 장기요양등급외(A,B) 판정 받은 자 또는 그 외 거동불편이 인정 되는 자 ☐ 신청 및 지급 절차 (대상자/행정복지센터) 신청/접수 ➡ (구) 대상자 선정 및 확정통보 ➡ (대상자) 물품구매 및 비용청구(3개월 이내) ➡ (대상자/행정복지센터) 비용청구서 접수 및 검토 비용지급요청 ➡ (구) 지급신청서류확인, 계좌 입금(매월말) ☐ 신청접수 * 주소지 동 행정복지센터에서 신청서 등 작성 및 제출 ① 노인 안전지팡이 지원신청서(행정복지센터 구비) ② 신분증(주민등록증, 운전면허증, 장애인등록증 등) ③ 제출서류 - 장기요양등급외자(A,B) : 장기요양등급외자(A,B) 결과 통보서 *사회보장정보시스템(행복e음)으로 장기요양등급외 확인가능한 경우 생략 - 장기요양등급외자(A,B)에 포함되지 않는 자 : 거동 불편을 인정할 수 있는 서류(의사소견서, 진단서 등) ☐ 비용청구 * 주소지 동 행정복지센터에서 신청서 등 작성 및 제출 ① 노인 안전지팡이 지원비 지급 청구서(행정복지센터 구비) ② 구입영수증(카드명세표 또는 세금계산서) 원본 ③ 통장 사본",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006038&wlfareInfoReldBztpCd=02,2025-06-19,2025,2026-06-14T02:21:34+09:00,VISUAL_IMPAIRED,지원사업/모집,HIGH,TRUE,PUBLIC_API,63,VOICE_GUIDE,VISUAL_IMPAIRED
REAL-0195,노인 성인용 보행기 지원사업,"신체활동이 불편하고 보행이 어려운 노인들에게 보행기 지원 충청북도 충주시 복지국 노인복지과 신체활동이 불편하고 보행이 어려운 노인들에게 보행기 지원 현물지급 기초수급자, 차상위계층, 기초연금 수급자중 장기요양등급외 A,b 또는 의사 진단서(소견서), 장애인증명서 제출대상자",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004173&wlfareInfoReldBztpCd=02,2025-06-14,2025,2026-06-14T02:21:40+09:00,VISUAL_IMPAIRED,지원사업/모집,HIGH,TRUE,PUBLIC_API,55,VOICE_GUIDE,VISUAL_IMPAIRED
REAL-0196,독거노인 건강음료비 지원,"안전확인이 필요한 독거노인 동주민센터 선정하여 건강음료(야쿠르트 등) 지원하는 사업으로 독거노인의 응급상황 안전확인 및 건강증진에 도움 경기도 하남시 복지문화국 노인장애인복지과 안전확인이 필요한 독거노인 동주민센터 선정하여 건강음료(야쿠르트 등) 지원하는 사업으로 독거노인의 응급상황 안전확인 및 건강증진에 도움 현물지급 방문, 전화 65세이상 저소득(기초생활수급자 및 차상위계층) 독거노인 750명 1) 신청방법 : 관내 저소득 및 안전 확인 필요한 독거노인 중 동장추천자(단, 유사 재가서비스 대상자는 제외)로 별도 신청절차 없음. 2) 지급시기 및 지급방법 - 지급시기 : 매일 - 지급방법 : 대상자 자택으로 매일 배달(안전확인 목적)",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001589&wlfareInfoReldBztpCd=02,2025-06-10,2025,2026-06-14T02:21:50+09:00,ALL,재난/안전,HIGH,TRUE,PUBLIC_API,63,URGENT_ALERT,SAFETY_ACTION
REAL-0197,스마트 노인돌봄 서비스,"인공지능(AI) 돌봄스피커 및 안부전화를 통해 홀로사는 노인에 대한 24시간 응급상황을 관제하고 정서지원 서비스 제공 제주특별자치도 복지가족국 노인복지과 인공지능(AI) 돌봄스피커 및 안부전화를 통해 홀로사는 노인에 대한 24시간 응급상황을 관제하고 정서지원 서비스 제공 현물대여, 프로그램/서비스(서비스) 방문, 전화 지원대상 선정기준: 주민등록상 도내 거주하는 65세 이상 홀로 사는 노인 ① 유사중복 돌봄서비스* 미수급자 ② 고령 노인 ※ 응급안전안심서비스 대상자는 지원 제외 * (유사중복사업) 노인장기요양보험 등급자, 노인맞춤돌봄서비스, 가사·간병방문지원사업, 국가보훈처 보훈재가복지서비스 이용자, 장애인활동지원사업 이용자 주민등록 관할 읍면동 방문하여 신청서 작성 또는 전화신청",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005736&wlfareInfoReldBztpCd=02,2025-05-31,2025,2026-06-14T02:21:54+09:00,ALL,재난/안전,HIGH,TRUE,PUBLIC_API,63,URGENT_ALERT,SAFETY_ACTION
REAL-0198,노인 성인용보행기 지원,"보행이 어려운 노인들의 불편해소와 편의증진을 위하여 성인용 보행기 지원을 실시하여 노인들의 건강한 삶을 지원하도록 함. 울산광역시 남구 복지교육국 노인장애인과 보행이 어려운 노인들의 불편해소와 편의증진을 위하여 성인용 보행기 지원을 실시하여 노인들의 건강한 삶을 지원하도록 함. 현금지급 방문 - 울산광역시 남구에 주소지를 1년 이상 두고 실제 거주하고 있는 65세 이상의 자 - 장기요양 등급 외 판정자(국민건강보험공단에서 정한 등급 외 A, B판정을 받은 자)에 해당하는 자 - 「국민기초생활 보장법」에 따른 수급자 및 차상위계층 또는 「의료급여법」에 따른 수급권자, 그 밖에 재해·상해·질병 등으로 보행이 불편한 노인으로서 성인용 보행기가 필요하다고 울산광역시 남구청장(이하 “구청장”이라 한다)이 인정하는 자 노인 성인용 보행기 지원 신청서와 증빙서류 동행정복지센터 및 구청으로 제출 하여 신청",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005200&wlfareInfoReldBztpCd=02,2025-05-31,2025,2026-06-14T02:21:55+09:00,VISUAL_IMPAIRED,의료/건강,MEDIUM,TRUE,PUBLIC_API,55,VOICE_GUIDE,VISUAL_IMPAIRED
REAL-0199,노인 생활안전사고 예방 지원,"◇거동이 불편하지만 장기요양 수급자로 판정을 받지 못한 등급 외(A,B) 노인의 안전한 보행과 낙상예방을 위해 성인용보행기, 안전손잡이, 미끄럼방지용품 지원 ※ 지원근거:「제주특별자치도 노인 생활안전사고 예방 지원에 관한 조례」 제주특별자치도 서귀포시 복지위생국 노인장애인과 ◇거동이 불편하지만 장기요양 수급자로 판정을 받지 못한 등급 외(A,B) 노인의 안전한 보행과 낙상예방을 위해 성인용보행기, 안전손잡이, 미끄럼방지용품 지원 ※ 지원근거:「제주특별자치도 노인 생활안전사고 예방 지원에 관한 조례」 현물지급 방문 ○ 「노인장기요양보험법」제15조제2항에 따른 장기요양 수급자로 판정을 받지 못한 등급 외의 자 (국민건강보험공단에서 정한 등급 외 A, B판정을 받은 자) 대상자가 주소지 관할 읍면동 주민센터에 방문하여 신청",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001883&wlfareInfoReldBztpCd=02,2024-07-26,2024,2026-06-14T02:22:01+09:00,VISUAL_IMPAIRED,지원사업/모집,HIGH,TRUE,PUBLIC_API,63,VOICE_GUIDE,VISUAL_IMPAIRED
REAL-0200,방문의료지원사업,"질병·부상 등으로 거동이 불편한 노인, 장애인, 만성질환자 등이 자신의 집에서 제 때 의료서비스를 받을 수 있도록 지원해 의료 사각지대 해소 주민복지과 질병·부상 등으로 거동이 불편한 노인, 장애인, 만성질환자 등이 자신의 집에서 제 때 의료서비스를 받을 수 있도록 지원해 의료 사각지대 해소 감면, 프로그램/서비스(서비스) 방문 질병·부상 등으로 병원진료를 받아야 하나 보행이 곤란한 자로, 통합지원 회의에서 통합돌봄대상자로 선정된 자 예시) 마비, 수술직후 환자, 말기 질환, 신경계 퇴행성 질환, 욕창 및 궤양, 정신과적 질환, 인지장애 등 * 서비스 신청 방법 - 읍면 행정복지센터 방문하여 통합돌봄 대상 신청 * 서비스 이용 방법 - 통합지원회의를 거쳐 방문진료가 필요한 통합돌봄 대상자로 선정 시 관내 일차의료 수가시범사업 추진 중이 5개소 의료기관에서 대상자 집으로 방문 의료 서비스 제공",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006230&wlfareInfoReldBztpCd=02,2026-03-26,2026,2026-06-14T02:22:09+09:00,VISUAL_IMPAIRED,지원사업/모집,HIGH,TRUE,PUBLIC_API,100,VOICE_GUIDE,VISUAL_IMPAIRED
REAL-0201,장애인가정 출산지원금 지급,"비장애인에 비해 임신과 출산 시 비용이 추가 소요 되는 장애인에게 출산비용을 지원함으로써, 경제적 부담을 경감하고 출산 친화적인 문화 조성을 통한 삶의 질 개선에 기여하고자 함. 서울특별시 용산구 생활지원국 사회복지과 비장애인에 비해 임신과 출산 시 비용이 추가 소요 되는 장애인에게 출산비용을 지원함으로써, 경제적 부담을 경감하고 출산 친화적인 문화 조성을 통한 삶의 질 개선에 기여하고자 함. 현금지급 방문 - 부 또는 모가 등록장애인으로 신생아 출생일을 기준 3개월 전부터 신청일 현재까지 계속하여 용산구에 주민등록을 두고 거주하는 장애인 가정 (거주기간이 3개월 미만인 경우 3개월 지나고 신청가능) - 출생신고일로부터 1년까지 신청 가능 대상자(장애인 가정의 부 또는 모)가 동 주민센터에 신청",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000980&wlfareInfoReldBztpCd=02,2026-03-18,2026,2026-06-14T02:22:13+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,100,IMPORTANT_ALERT,GENERAL
REAL-0202,제주교통복지카드 운영,"제주도 거주 주민 65세이상 어르신 및 국가유공자, 등록장애인, 어린이, 청소년 등 대중교통이용 시 버스요금 면제 제주특별자치도 교통항공국 대중교통과 제주도 거주 주민 65세이상 어르신 및 국가유공자, 등록장애인, 어린이, 청소년 등 대중교통이용 시 버스요금 면제 감면, 전자바우처(바우처) 방문, 인터넷 제주교통복지카드 - (농협) 제주도민 65세이상 어르신, 등록장애인, 국가유공자 본인 - (ON나라페이) 도내 거주 어린이, 청소년 제주교통복지카드 - (농협) 농협은행 방문 신청 - (ON나라페이) 도청 및 교육청에서 학교로 직접 배부",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005261&wlfareInfoReldBztpCd=02,2026-02-12,2026,2026-06-14T02:22:15+09:00,ALL,이동/교통,HIGH,TRUE,PUBLIC_API,91,IMPORTANT_ALERT,GENERAL
REAL-0203,중증장애인 세대 수도요금 감면,"서울시 등록장애인에 대하여 수도(상․하수도)요금 감면제도를 시행하여 장애인 가구의 생활안정을 도모하고자 함 서울특별시 서울아리수본부 본부 요금관리부 요금제도과 서울시 등록장애인에 대하여 수도(상․하수도)요금 감면제도를 시행하여 장애인 가구의 생활안정을 도모하고자 함 감면 방문, 인터넷 「장애인복지법」에 따른 장애의 정도가 심한 장애인 방문신청절차 동주민센터·수도사업소 방문신청(자격확인 후 신청)⇒동주민센터 신청 건 관할 수도사업소 통보⇒중증장애인 거주 세대 수도요금에서 감면 온라인신청절자 아리수사이버고객센터(https://i121.seoul.go.kr)⇒민원신청⇒수도요금 감면 온라인 신청 ⇒비대면자격확인 ⇒중증장애인 거주 세대 수도요금에서 감면",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006194&wlfareInfoReldBztpCd=02,2025-11-22,2025,2026-06-14T02:22:16+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,94,IMPORTANT_ALERT,GENERAL
REAL-0204,교통약자 이동지원 확대 사업,"1. 교통약자 이동편의 증진 및 이동권 보장 2. 저출산·고령화에 따른 인구감소·지역소멸 위기 대응 3. 바우처 택시 활용에 따른 지역운송사업 및 지역경제 활성화 울산광역시 교통국 교통기획과 1. 교통약자 이동편의 증진 및 이동권 보장 2. 저출산·고령화에 따른 인구감소·지역소멸 위기 대응 3. 바우처 택시 활용에 따른 지역운송사업 및 지역경제 활성화 감면, 기타 전화, 팩스 울산시에 주민등록을 둔 임산부, 영아, 85세 이상 고령자 1) 신청방법 : 교통약자이동지원센터 신청 2) 서비스이용 : 교통약자이동지원센터 이용자 등록 즉시 서비스 이용",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006169&wlfareInfoReldBztpCd=02,2025-09-04,2025,2026-06-14T02:22:19+09:00,PHYSICAL_IMPAIRED,이동/교통,HIGH,TRUE,PUBLIC_API,100,IMPORTANT_ALERT,GENERAL
REAL-0205,최중증장애인 야간순회방문서비스 지원,"상시돌봄이 필요한 최중증장애인에 대한 야간(10시 ~ 익일 06시) 순회방문서비스 지원으로 24시간 상시돌봄 체계 구축 및 장애인의 삶의 질 향상에 기여 대구광역시 보건복지국 장애인복지과 상시돌봄이 필요한 최중증장애인에 대한 야간(10시 ~ 익일 06시) 순회방문서비스 지원으로 24시간 상시돌봄 체계 구축 및 장애인의 삶의 질 향상에 기여 기타 방문 종합조사 기능제한 영역 360점 이상인 활동지원 수급자로, 24시간 호흡기 장착 또는 사지마비 와상등으로 심야시간대 돌봄이 필요한 독거, 취약 장애인 이용 희망자 읍면동으로 신청",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000759&wlfareInfoReldBztpCd=02,2025-08-27,2025,2026-06-14T02:22:22+09:00,ALL,복지지원,HIGH,TRUE,PUBLIC_API,91,IMPORTANT_ALERT,GENERAL
REAL-0206,탈시설 장애인 자립정착금 지원,탈시설 장애인의 지역사회 정착 및 자립기반 조성 지원 대구광역시 보건복지국 장애인복지과 탈시설 장애인의 지역사회 정착 및 자립기반 조성 지원 현금지급 방문 상단 지원대상 내용 참조 신청방법: 퇴소장애인 -> 구군,공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002772&wlfareInfoReldBztpCd=02,2025-08-27,2025,2026-06-14T02:22:23+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,100,IMPORTANT_ALERT,GENERAL
REAL-0207,장애인활동지원 추가지원사업,"장애인 활동지원의 국고시간 부족으로 기본욕구 충족과 자립생활에 어려움이 있는 중증장애인에게 추가 지원함으로 장애인의 자립생활 및 사회참여 기회 증진 대구광역시 보건복지국 장애인복지과 장애인 활동지원의 국고시간 부족으로 기본욕구 충족과 자립생활에 어려움이 있는 중증장애인에게 추가 지원함으로 장애인의 자립생활 및 사회참여 기회 증진 전자바우처(바우처), 기타 방문 서비스종합조사 1~6구간 수급자 중 사지마비 와상 등 추가지원 필요한 장애인 등 읍면동 신청",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004099&wlfareInfoReldBztpCd=02,2025-08-27,2025,2026-06-14T02:22:24+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,94,IMPORTANT_ALERT,GENERAL
REAL-0208,장애인가정 출산 및 영아양육지원,"장애인가정에서 신생아 출산시 출산지원금 및 영아 양육지원금을 지급하여, 장애인가정의 생활안정과 출산 장려를 도모하기 위함. 부산광역시 사하구 주민복지국 노인장애인복지과 장애인가정에서 신생아 출산시 출산지원금 및 영아 양육지원금을 지급하여, 장애인가정의 생활안정과 출산 장려를 도모하기 위함. 현금지급 방문 - 출산지원금 : 신생아 출산일 기준 1년 전부터 사하구에 주민등록을 두고 거주하는 신생아의 부가 등록장애인인 가정 - 양육지원금 : 신청일 기준 1년 전부터 사하구에 주민등록을 두고 거주하는 36개월 이하의 영아를 둔 가정 중 신생아의 부 또는 모의 장애정도가 심한 장애인 가정 ○ 신청방법: 거주지 동 주민센터 방문 신청 ○ 지급시기: 출산지원금은 일회성 지급, 양육지원금은 연령도래 시까지 월 1회 지급 ○ 지급방법: 대상자(또는 신청자) 계좌 입금",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002747&wlfareInfoReldBztpCd=02,2025-08-22,2025,2026-06-14T02:22:25+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,100,IMPORTANT_ALERT,GENERAL
REAL-0209,장애인 특별운송사업,"교통약자인 노인, 임산부, 장애인들을 위하여 정기적으로 구간을 매일 운행하여 이동서비스 제공 울산광역시 교통국 교통기획과 교통약자인 노인, 임산부, 장애인들을 위하여 정기적으로 구간을 매일 운행하여 이동서비스 제공 기타 전화, 모바일 노인, 장애인, 임산부 - 신분증 소지 후 탑승",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001009&wlfareInfoReldBztpCd=02,2025-08-22,2025,2026-06-14T02:22:30+09:00,PHYSICAL_IMPAIRED,이동/교통,LOW,TRUE,PUBLIC_API,85,INFO_CARD,GENERAL
REAL-0210,장애인보조기구 수리센터 운영,"보장구를 사용하고 있는 중증장애인들에게 편의증진과 장애로 인한 이동권을 행사할 수 있도록 수리비 지원과 긴급한 상황시 찾아가는 긴급출장 서비스 제공 서울특별시 성북구 복지교육국 어르신·장애인복지과 보장구를 사용하고 있는 중증장애인들에게 편의증진과 장애로 인한 이동권을 행사할 수 있도록 수리비 지원과 긴급한 상황시 찾아가는 긴급출장 서비스 제공 기타 수급자, 차상위, 국가유공자 등 수급자 증명서를 통해 선정기준 확인 직접 지원(별도 신청사항 없음)",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005460&wlfareInfoReldBztpCd=02,2025-08-20,2025,2026-06-14T02:22:33+09:00,ALL,재난/안전,URGENT,TRUE,PUBLIC_API,100,URGENT_ALERT,GENERAL
REAL-0211,장애인복지 증진(행정복지센터 내 대여용 휠체어 수선비),"서원구 행정복지센터 내 대여용 휠체어 고장 수선 충청북도 청주시 서원구 주민복지과 서원구 행정복지센터 내 대여용 휠체어 고장 수선 기타 방문, 전화 주민센터를 방문한 휠체어가 필요한 장애인 행정복지센터 방문하여 신청서 작성 후 휠체어 대여",공공데이터포털 지자체복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000295&wlfareInfoReldBztpCd=02,2025-08-20,2025,2026-06-14T02:22:34+09:00,PHYSICAL_IMPAIRED,지원사업/모집,HIGH,TRUE,PUBLIC_API,95,IMPORTANT_ALERT,GENERAL
